count,generation_bin,group,level,p_above_threshold,p_argmax,p_argmax_given_above,ratio_iqr,ratio_max,ratio_mean,ratio_median,ratio_min,ratio_p90,ratio_p95,ratio_q1,ratio_q3,raw_max,raw_mean,raw_median,raw_min,raw_p90,raw_p95,raw_q1,raw_q3,severity,suite
54690,21-30,D03 Type-I,suite,0.7118303163283964,0.19630645456207715,0.2549704597996404,0.5162302446231012,2.5339839424141752,1.2287795708555591,1.1707936507936507,0.2269089866583546,1.911494334717247,1.9883961901624942,0.9577248677248679,1.473955112347969,0.506796788482835,0.24575591417111184,0.23415873015873015,0.04538179733167092,0.38229886694344944,0.3976792380324989,0.19154497354497357,0.2947910224695938,demand,D03 Type-I
54690,21-30,D03 Type-I,suite,0.1406838544523679,0.03194368257451088,0.21315310631661036,0.6406700751192362,2.4618902439021886,0.3720637393550358,0.041608876560331916,0.0,1.1838006230528364,1.637211585665033,0.009554140127388332,0.6502242152466245,0.4923780487804377,0.07441274787100717,0.008321775312066383,0.0,0.2367601246105673,0.32744231713300664,0.0019108280254776665,0.13004484304932493,compressible,D03 Type-I
1160,31-40,type_i_D03I_Normal_soft_j50_i7101_a101_g50,run,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,resource,D03 Type-I
1160,31-40,type_i_D03I_Normal_soft_j50_i7101_a101_g50,run,0.0,0.0,0.0,1.5413387040421125e-05,0.02024291497975503,0.0054411201745496645,0.005076142131979179,0.0,0.010141987829613574,0.010141987829613574,0.005060728744938758,0.005076142131979179,0.004048582995951007,0.0010882240349099328,0.001015228426395836,0.0,0.002028397565922715,0.002028397565922715,0.0010121457489877517,0.001015228426395836,kv,D03 Type-I
1160,31-40,type_i_D03I_Normal_soft_j50_i7101_a101_g50,run,1.0,0.41982758620689653,0.41982758620689653,0.0,1.6917293233082704,1.5344395471437213,1.5413533834586464,1.3659147869674184,1.5413533834586464,1.5413533834586464,1.5413533834586464,1.5413533834586464,0.3383458646616541,0.3068879094287443,0.3082706766917293,0.2731829573934837,0.3082706766917293,0.3082706766917293,0.3082706766917293,0.3082706766917293,region,D03 Type-I
1160,31-40,type_i_D03I_Normal_soft_j50_i7101_a101_g50,run,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,tou,D03 Type-I
1160,31-40,type_i_D03I_Normal_soft_j50_i7101_a101_g50,run,0.0,0.0,0.0,0.016317196011923163,0.7380084808207,0.7136394918008757,0.7159936399055925,0.6762478982307321,0.7292915122460181,0.7332223298560809,0.7090434986240319,0.7253606946359551,0.14760169616414,0.14272789836017516,0.14319872798111852,0.13524957964614642,0.14585830244920361,0.1466444659712162,0.1418086997248064,0.14507213892719104,demand,D03 Type-I
1160,31-40,type_i_D03I_Normal_soft_j50_i7101_a101_g50,run,1.0,0.5801724137931035,0.5801724137931035,0.03302845528454945,1.720020325203077,1.5677083333331738,1.5548780487803295,1.5015243902437496,1.6819105691055198,1.6920731707315353,1.537093495934803,1.5701219512193525,0.3440040650406154,0.3135416666666348,0.3109756097560659,0.30030487804874995,0.336382113821104,0.33841463414630707,0.30741869918696063,0.3140243902438705,compressible,D03 Type-I
53055,31-40,D03 Type-I,suite,0.18797474319102817,0.12873433229667328,0.6522611049834554,0.5762711864406671,5.0,0.7550851944003634,0.013869625520110635,0.0,5.0,5.0,0.0,0.5762711864406671,1.0,0.15101703888007267,0.0027739251040221273,0.0,1.0,1.0,0.0,0.11525423728813343,resource,D03 Type-I
53055,31-40,D03 Type-I,suite,0.012760343040241259,0.010159268683441712,0.7961595273264401,0.014667362808795069,2.8925619834709413,0.04619221468116405,0.010351966873705766,0.0,0.02922661870503553,0.038461538461537846,0.003465003465003385,0.018132366273798453,0.5785123966941883,0.009238442936232811,0.0020703933747411533,0.0,0.005845323741007106,0.00769230769230757,0.0006930006930006771,0.003626473254759691,kv,D03 Type-I
53055,31-40,D03 Type-I,suite,0.7589482612383376,0.49763453020450477,0.6555903243431183,2.400664166429698,5.0,2.2848701685888146,1.836283185840708,0.023600809170598792,5.0,5.0,1.0088551549652123,3.40951932139491,1.0,0.45697403371776296,0.3672566371681416,0.004720161834119759,1.0,1.0,0.20177103099304247,0.6819038642789821,region,D03 Type-I
53055,31-40,D03 Type-I,suite,0.16209593817736312,0.12656677033267363,0.7808139534883721,0.0,2.4115983026874113,0.369671939219534,0.0,0.0,2.258222876779578,2.319955638732931,0.0,0.0,0.4823196605374823,0.07393438784390681,0.0,0.0,0.45164457535591557,0.4639911277465863,0.0,0.0,tou,D03 Type-I
53055,31-40,D03 Type-I,suite,0.7129205541419282,0.20733201394779002,0.2516920473773266,0.5194160676657992,2.300256373917088,1.2320170832206478,1.1721988118264715,0.28288589417091115,1.895055427664123,2.023997827569256,0.9704642264096456,1.4898802940754448,0.4600512747834176,0.2464034166441296,0.2344397623652943,0.05657717883418223,0.3790110855328246,0.4047995655138512,0.19409284528192913,0.29797605881508893,demand,D03 Type-I
