count,generation,mean,median,p_above_threshold,p_argmax,severity,suite
5630,25,0.3622387830965811,0.041608876560331916,0.13321492007104796,0.037300177619893425,compressible,D03 Type-I
5380,26,0.769011213410199,0.017337031900138297,0.19721189591078067,0.13048327137546467,resource,D03 Type-I
5380,26,0.06244682043003531,0.010351966873705766,0.01895910780669145,0.01486988847583643,kv,D03 Type-I
5380,26,2.323522070676468,1.836283185840708,0.8011152416356877,0.4851301115241636,region,D03 Type-I
5380,26,0.35906420414685863,0.0,0.1579925650557621,0.13382899628252787,tou,D03 Type-I
5380,26,1.231669472210783,1.1783333333333335,0.712453531598513,0.20594795539033459,demand,D03 Type-I
5380,26,0.3538222159219365,0.04077253218884061,0.12509293680297398,0.02973977695167286,compressible,D03 Type-I
5330,27,0.7951302150955277,0.021890328019619543,0.19437148217636022,0.13696060037523453,resource,D03 Type-I
5330,27,0.06672584349758513,0.010380622837370004,0.019699812382739212,0.0150093808630394,kv,D03 Type-I
5330,27,2.2531809666799854,1.5999999999999996,0.7604127579737335,0.47166979362101313,region,D03 Type-I
5330,27,0.360482287534872,0.0,0.15853658536585366,0.13696060037523453,tou,D03 Type-I
5330,27,1.242947213662567,1.1957270401714843,0.7161350844277674,0.21407129455909943,demand,D03 Type-I
5330,27,0.3359168864604771,0.037946428571428,0.11144465290806754,0.025328330206378986,compressible,D03 Type-I
5420,28,0.817586667734148,0.02008928571428541,0.2029520295202952,0.14095940959409595,resource,D03 Type-I
5420,28,0.06995439326884247,0.010351966873705766,0.02214022140221402,0.017527675276752766,kv,D03 Type-I
5420,28,2.2998538796412986,1.7546666666666657,0.7566420664206642,0.4651291512915129,region,D03 Type-I
5420,28,0.3375204856604748,0.0,0.14852398523985239,0.13099630996309963,tou,D03 Type-I
5420,28,1.2354171722857938,1.1733333333333333,0.712730627306273,0.2047970479704797,demand,D03 Type-I
5420,28,0.34199265382732325,0.03862660944205953,0.12712177121771218,0.04059040590405904,compressible,D03 Type-I
5575,29,0.8170817119823355,0.013869625520110635,0.19713004484304933,0.14547085201793722,resource,D03 Type-I
5575,29,0.055909899964589435,0.010231923601636874,0.015246636771300448,0.013452914798206279,kv,D03 Type-I
5575,29,2.346127090377101,1.920777279521674,0.7628699551569507,0.4936322869955157,region,D03 Type-I
5575,29,0.3183267781804149,0.0,0.13991031390134528,0.1147982062780269,tou,D03 Type-I
5575,29,1.2442713216547632,1.1556589147286822,0.7110313901345291,0.1958744394618834,demand,D03 Type-I
5575,29,0.3656185246122786,0.04016064257028022,0.14547085201793722,0.036771300448430494,compressible,D03 Type-I
5275,30,0.8209932273956768,0.02145922746781085,0.21402843601895735,0.14104265402843602,resource,D03 Type-I
5275,30,0.057175545651172596,0.0107394906413009,0.013838862559241705,0.010236966824644549,kv,D03 Type-I
5275,30,2.328544647474783,1.7546666666666657,0.7717535545023697,0.47696682464454976,region,D03 Type-I
5275,30,0.33401598064804205,0.0,0.14691943127962084,0.11943127962085308,tou,D03 Type-I
5275,30,1.2277584705143025,1.1705982905982908,0.6980094786729858,0.20739336492890995,demand,D03 Type-I
5275,30,0.3369969201039102,0.03821656050955333,0.12530805687203792,0.044928909952606635,compressible,D03 Type-I
5115,31,0.7462910111876065,0.02773925104022127,0.19550342130987292,0.12746823069403715,resource,D03 Type-I
5115,31,0.05657678584839565,0.010380622837370004,0.016617790811339198,0.011730205278592375,kv,D03 Type-I
5115,31,2.3057235477920033,1.836283185840708,0.7689149560117302,0.472336265884653,region,D03 Type-I
5115,31,0.3785777636946574,0.0,0.16617790811339198,0.13294232649071358,tou,D03 Type-I
5115,31,1.2427852547616307,1.1995822890559733,0.7360703812316716,0.21055718475073315,demand,D03 Type-I
5115,31,0.33075060119543914,0.03467406380027659,0.12394916911045943,0.044965786901270774,compressible,D03 Type-I
