count,generation,mean,median,p_above_threshold,p_argmax,q1,q3,severity,suite
1500,0,0.3416529099248688,0.27518081646521536,0.04666666666666667,0.0,0.04166666666666584,0.5313659301174176,resource,D03 Type-II
1500,0,0.4894554102055477,0.22727272727272296,0.234,0.0,0.10082031134502074,0.9781290156771915,kv,D03 Type-II
1500,0,1.0656514292328167,0.7945408301632327,0.39,0.13266666666666665,0.4899317854639814,1.4758069805728682,region,D03 Type-II
1500,0,2.1116225268016646,2.111555371479546,1.0,0.6393333333333333,2.063891004547518,2.1622345115404205,tou,D03 Type-II
1500,0,1.92140440398503,1.9444370180363837,1.0,0.17,1.7671504495518013,2.08552356343054,demand,D03 Type-II
1500,0,1.3811655813927677,1.2513542795232708,0.806,0.058,1.0499490316003899,1.7708903083150402,compressible,D03 Type-II
